category,Énergie (kJ),Sel (g),Protéines (g),Sucres (g),Glucides (g),Matières grasses (g),Acides gras saturés (g),Fibres alimentaires (g),Biotine (µg),Vitamine B1 (Thiamine) (mg),Vitamine E (Tocopherol) (mg),Acide folique (µg),Vitamine A (µg),Vitamine D (Cholacalciferol) (µg),Vitamine C (Acide ascorbique) (mg),Vitamine B6 (Pyridoxine) (mg),Vitamine B5 (acide pantothénique) (mg),Vitamine B3 (Niacine) (mg),Vitamine B2 (Riboflavine) (mg),Vitamine B12 (Cobalamine) (µg)
/plats-cuisines/plats-cuisines,1570.0,3.0,8.0,1.5,70.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/garnitures-bio,1500.0,0.0,15.0,0.0,59.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/viande/volaille,777.0,1.4,16.0,1.0,14.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/sain-bio,2074.0,0.0,6.5,29.0,64.0,23.0,10.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/fruits-en-conserve,244.0,0.03,0.5,13.0,13.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/creme,790.0,0.1,3.0,4.0,4.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/viande,580.0,1.4,18.0,1.0,1.0,7.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/fromages,1194.0,0.8,15.0,0.8,0.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/the-glace,140.0,0.02,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/poisson-fruits-de-mer/traiteur,596.0,2.4,22.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/fromages,1015.0,1.2,5.0,2.5,2.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/champignons-olives-en-conserve,521.0,5.0,0.5,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,546.0,0.0,2.5,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/chocolat,2250.0,0.01,6.0,44.0,48.0,34.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mueesli-cereales/cereales,1578.0,1.0,9.3,11.9,78.0,1.5,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,450.0,2.5,6.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,62.0,0.0,1.5,1.0,1.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/ingredients-de-boulangerie,1139.0,0.01,0.0,58.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/boissons-sucrees,180.0,0.0,0.0,10.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/dessert,630.0,0.1,4.5,12.0,16.0,7.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,589.0,0.93,2.5,0.5,31.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/viande,660.0,1.6,16.0,1.0,3.5,9.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/poisson-fruits-de-mer,362.0,0.23,18.0,0.5,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/pates,1520.0,0.1,15.0,2.5,69.0,1.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,1760.0,1.7,1.5,6.0,8.0,43.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,726.0,1.3,5.0,1.5,30.0,3.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,479.0,0.7,1.6,2.4,14.0,5.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/yogourt,460.0,0.1,3.0,17.0,18.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/ingredients-de-cuisson,3367.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/pates,357.0,0.0,14.0,3.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/legumes-legumes-au-vinaigre,90.0,0.38,0.5,2.5,2.5,0.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mueesli-cereales/barres-de-cereales,1610.0,0.03,5.5,42.0,54.0,13.0,3.1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,324.0,1.3,1.5,7.0,9.0,3.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/the-glace,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,991.0,1.1,6.0,3.0,25.0,12.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,188.0,0.0,0.2,10.0,10.0,0.1,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/boulangerie-patisserie,1712.0,0.12,4.5,31.0,65.0,14.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/jus-de-fruits-de-legumes,181.0,0.01,0.1,8.7,11.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/glace-entremets,850.0,0.1,4.0,24.0,27.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/viande/viande-sechee-jambon,1191.0,4.3,28.0,0.5,1.0,19.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,693.0,4.0,7.7,2.4,3.7,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/fromages,260.0,0.1,11.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/aperitif/chips,2275.0,0.8,5.0,0.5,51.0,35.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/yogourt,320.0,0.1,4.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/fromages,1502.0,1.0,10.0,0.5,0.5,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,1126.0,1.8,12.0,1.5,32.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/legumineuses-haricots-verts-seches,1350.0,0.1,20.0,1.0,48.0,1.5,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/biscuits-gaufres,2680.0,0.1,4.5,33.0,36.0,53.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/ingredients-de-boulangerie,1340.0,0.1,3.0,70.0,73.0,0.5,0.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/lait-boissons-lactees,164.0,0.13,0.6,5.2,6.0,1.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/creme,1040.0,0.1,2.5,3.0,4.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,609.0,2.4,1.0,27.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/fruits-en-conserve,884.0,0.06,0.5,41.0,50.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/fruits-en-conserve,886.0,0.06,0.5,41.0,50.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/chocolat,2410.0,0.17,7.0,47.0,48.0,39.0,22.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/dessert,1020.0,0.1,3.5,22.0,24.0,15.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,430.0,0.98,6.0,2.0,9.0,4.5,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/yogourt,480.0,0.1,3.0,14.0,15.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,637.0,0.75,3.0,2.0,3.5,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mueesli-cereales/mueesli,1792.0,0.42,9.0,17.0,67.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/bonbons-chewing-gum,1632.0,0.0,0.0,67.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,1017.0,2.0,14.0,3.5,19.0,12.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/du-monde-entier,2812.0,1.8,20.0,0.0,23.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,649.0,0.96,5.0,0.5,27.0,2.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/chocolat,1860.0,0.17,4.0,55.0,62.0,20.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/jus-de-fruits-de-legumes,204.0,0.1,0.5,8.0,12.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/chocolat,2440.0,0.25,8.0,45.0,47.0,40.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/aperitif-dessert,1145.0,1.3,6.0,3.5,28.0,15.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/fruits-en-conserve,270.0,0.0,0.5,15.0,15.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/the-glace,113.0,0.02,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
To classify,368.0,0.83,2.0,0.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/jus-de-fruits-de-legumes,92.0,0.01,0.5,5.3,5.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/fromages,1667.0,1.3,8.0,2.5,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/biscuits-gaufres,1840.0,0.1,4.0,49.0,55.0,22.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/glace-entremets,1120.0,0.13,3.5,25.0,25.0,17.0,13.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,867.0,1.4,5.0,7.0,25.0,9.0,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
To classify,1457.0,0.02,8.7,1.4,64.2,3.8,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/boulangerie-patisserie,1897.0,0.6,4.0,33.0,52.0,25.0,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/fruits-en-conserve,230.0,0.0,0.5,0.0,12.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/poisson-en-conserve,1610.0,0.2,18.0,0.5,0.5,35.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/legumineuses-farce-pour-vol-au-vent,750.0,0.88,6.0,0.5,3.0,16.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/eau-aromatisee,68.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/fromages,1334.0,1.3,17.0,0.5,0.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/fruits-en-conserve,292.0,0.03,2.0,15.0,15.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/dessert,520.0,0.1,3.0,16.0,18.0,4.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/yogourt,580.0,0.1,3.0,11.0,11.0,9.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/ingredients-de-cuisson,3400.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,2588.0,1.8,1.0,6.3,6.6,66.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,1372.0,1.5,1.7,15.0,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/boulangerie-patisserie,1899.0,1.1,6.0,27.0,46.0,27.0,4.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/du-monde-entier,624.0,12.6,9.5,7.4,14.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/legumes-a-salade,547.0,0.5,4.5,7.0,23.0,1.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/biscottes-pain-croustillant,2143.0,0.22,6.4,31.3,62.2,26.1,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,1042.0,1.5,13.0,2.0,28.0,9.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/aperitif/snacks,2041.0,1.9,14.0,2.0,51.0,24.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,406.0,0.0,0.7,22.0,22.0,0.2,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/jus-de-fruits-de-legumes,231.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
To classify,220.0,0.08,2.0,8.0,9.0,0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/fruits-en-conserve,340.0,0.0,0.5,18.0,19.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/ingredients-de-boulangerie,503.0,0.0,3.0,16.0,18.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,839.0,1.7,8.0,3.0,23.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/glace-entremets,961.0,0.14,4.0,22.0,24.0,13.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,240.0,0.7,2.0,6.0,8.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/blevita,1998.0,0.92,8.0,17.0,54.0,24.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/plats-cuisines,1440.0,2.8,8.0,0.8,74.0,0.8,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/chocolat,2310.0,0.25,8.0,49.0,51.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/yogourt,220.0,0.1,4.0,5.0,5.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/pains,1435.0,1.9,9.0,5.0,44.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/pates,1480.0,0.1,13.0,4.0,69.0,1.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mueesli-cereales/cereales,2430.0,0.1,27.0,4.0,5.0,49.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,110.0,0.9,0.6,0.8,5.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,1455.0,1.8,12.0,6.7,77.0,35.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/viande/gibier,883.0,0.0,2.0,26.0,46.0,0.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/fromages,1242.0,2.0,20.0,1.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/plats-cuisines,490.0,0.9,5.0,1.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/biscottes-pain-croustillant,1875.0,1.8,14.0,2.5,51.0,18.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/plats-cuisines,569.0,0.88,5.0,2.5,14.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/chocolat,2480.0,0.22,9.0,43.0,45.0,42.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/boissons-energetiques,1550.0,0.98,80.0,0.5,3.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/fromages,1185.0,1.5,13.0,0.8,2.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/poisson-fruits-de-mer,806.0,0.8,14.0,1.0,1.5,15.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/glace-entremets,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/chocolat,2410.0,0.15,8.0,43.0,45.0,40.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/chocolat,1790.0,0.29,11.0,51.0,62.0,14.0,0.0,4.5,0.0,0.44,5.0,240.0,320.0,2.0,32.0,0.56,2.4,6.4,0.56,1.0
/chocolat/blevita,2088.0,0.62,11.0,14.0,58.0,23.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/glace-entremets,710.0,0.2,2.5,26.0,26.0,6.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/ingredients-de-boulangerie,0.0,0.01,5.1,13.0,34.0,1.0,0.2,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,1690.0,3.7,9.0,4.5,66.0,11.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/bonbons-chewing-gum,950.0,0.1,10.0,0.5,72.0,0.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/du-monde-entier,40.0,2.0,0.2,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/garnitures-bio,688.0,0.5,18.0,0.6,0.6,9.6,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
To classify,1275.0,0.01,0.0,75.0,75.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/fromages,675.0,2.8,19.0,0.9,0.9,9.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/du-monde-entier,370.0,15.9,11.0,2.4,9.9,0.1,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/fromages,1010.0,0.4,19.0,1.5,1.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/lait-boissons-lactees,370.0,0.1,4.0,11.0,11.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/boulangerie-patisserie,1840.0,0.3,8.0,26.0,40.0,27.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/petit-dejeuner/cacao-chocolats-en-poudre,1444.0,0.25,8.0,57.0,57.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
